"Adresse";"Code_Postal";" Ville";"Pays";" Coord_GPS";" Remarque"
"Rue des Docks";"13002";"Marseille";"France";"43.2963888, 5.3736301";"La Branche aux LivresCentre Commercial Les Docks - La JolietteAtrium 10.4Rue des Docks13002 MarseilleA l intérieurPrès de la Grand PlaceUne grande étagère en forme de branche, chargée de livres, avec, dessous, un confortable canapé qui vous tend les accoudoirs"
"Place Bernard cadenat";"13003";"Marseille";"France";"43.311877, 5.387116";"La boite se situe en face de l'école."
"135 rue d'aubagne";"13006";"Marseille";"France";"43.2927284,5.3830146";"Une boite à lire est accrochée au mur du lieu de création ""Asile 404""."
"Île de Frioul";"13007";"Marseille";"France";"43.275017,5.304357";
"Place du 4 Septembre";"13007";"Marseille";"France";"43.2885226,5.3591988";
"4 place Engalière";"13008";"Marseille";"France";"43.2380681, 5.365264";"Deuxième Joyeux Troc Livres créé par les Rudologistes associés, Sophie Barbaux et Colas Baillieul, en février 2018. Cette bibliothèque urbaine se veut conviviale et partageuse et elle a été fabriquée comme la première installée à Saint-Loup 13010 Marseille, à partir de matériaux recyclés : un placard métallique percé pour y incruster une vitre et doté d étagères en bois et elle a été peinte par les enfants de la Maison d'Enfants à Caractère Social Les Mouettes, devant laquelle elle est installée."
"24 rue des goumiers";"13008";"marseille";"France";"43.2473814, 5.3761755";"devant les commerces de proximité Vival, très belle initiative."
"parc bagatelle";"13008";"MARSEILLE";"France";"43.269451, 5.381519";
"6 boulevard Velasquez";"13008";"Marseille";"France";"43.2423834, 5.3868592";
"53 Bd de Saint-Loup";"13010";"Marseille";"France";"43.2824399,5.430068";"Joyeux Troc Livres  créé par les Rudologistes Associés  Sophie Barbaux et Colas Baillieul  pour la MECS Le Mas Joyeux  en avril 2016. Cette bibliothèque urbaine prolonge la convivialité  l échange et le recyclage qui sont les bases du Joyeux Jardin  où enfants et personnes âgées cultivent ensemble un joyeux potager."
"rue de la testoniere";"13010";"marseille";"France";"43.2869988, 5.404385";
"place de bois luzy";"13012";"marseille";"France";"43.3108362, 5.42187";"Bien située sur la place de bois Luzy à côté du bar. (Seul bémol j'ai vu des gens remplir leur cabas du contenu total de la boite à livres : amour profond de la lecture ou envie de se faire des sous en les revendant ???)"
"1 rue centrale chateau gombert";"13013";"marseille";"France";"43.3520353, 5.4381249";"devant les commerces de proximité Vival, très belle initiative."
"Rue Marius Reynaud";"13100";"Aix-en-Provence";"France";"43.5280994,5.4503241";"La boite se trouve juste à côté du magasin Maje près de la fontaine. C'est une petite boîte à lire mais à chaque fois que j'y suis passé il y a avait toujours quelques livres."
"Parc Jourdan";"13100";"Aix-en-Provence";"France";"43.521045, 5.448439";"Au centre du parc, sur le mur de pierre"
"Mairie annexe Pont de l'Arc, 75 route des Milles";"13100";"Aix en Provence";"France";"43.5092998, 5.4386107";
"13 allée geoges peretti";"13100";"aix en provence";"France";"43.5396817, 5.4552164";"devant les commerces de proximité Vival, très belle initiative."
"avenue de la libération";"13115";"st paul les durance";"France";"43.6859889, 5.7104945";"centre commercial louis philibertdevant les commerces de proximité Vival, très belle initiative."
"La valentine";"13119";"SAINT SAVOURNIN";"France";"43.40534, 5.548254";"récemment inaugurée cette boite est magnifique !!"
"Mairie de Gardanne";"13120";"Gardanne";"France";"43.4557243, 5.4706135";"Boîte fabriquée par les  Citoyens Solidaires"" de la ville, avec les menuisiers du centre technique municipal et décorée par les enseignants de l école d'arts plastiques. Inaugurée le mardi 20 mars 2018."
"Carrefour vitrolles";"13127";"Vitrolles";"France";"43.4322591, 5.2599995";"Dans la galerie de Carrefour Vitrolles, a l?entree."
"Boulevard Henri Wallon";"13130";"BERRE-L ETANG";"France";"43.490929, 5.171946";"Au niveau de la station-essence de Carrefour Market à côté de la laverie. Armoire rouge et blanche"
"saint-rémy de provence";"13160";"CHATEAURENARD";"France";"43.8890038, 4.8416936";"à côté des services techniques de la Mairie"
"Centre Hospitalier Joseph Imbert, Quartier Fourchon";"13200";"ARLES";"France";"43.6575957, 4.6337414";"La boite se trouve à l'établissement du Don du Sang. Une bibliothèque bien remplie, on peut en prendre ou en mettre."
"3 rue des Pénitents Bleus";"13200";"Arles";"France";"43.677764, 4.6260319";
"place de la Redoute";"13200";"Arles";"France";"43.6763617, 4.6323042";"La boîte est adossée à un arbre de cette jolie placette du quartier de la Hauture. Il y a deux niveaux pouvant contenir des grands livres ou des magazines."
"2 rue Montplaisir";"13200";"Arles";"France";"43.6810212, 4.6346202";"Quartier des templiers."
"Place Jean Jaurès";"13210";"Saint rémy de Provence";"France";"43.7861726, 4.8314876";"Devant l'office du tourisme"
"Plage de Ferrières";"13220";"La Mède";"France";"43.3324466, 5.050436";
"4 quai Reybert";"13230";"Port-Saint-Louis-du-Rhône";"France";"43.3854034,4.8052281";"Dans le coquillage (structure métallique) "
"2 rue Abbé Paul Mouton";"13260";"cassis";"France";"43.2160071, 5.538358";"Une mini serre avec banquettes dans la cour arborée de la mairie. Toute belle idée je trouve"
"Jardin centre ville";"13260";"Cassis";"France";"43.21404341710175, 5.540220737457275";"Livres en français et en anglais. Petit endroit au milieu du petit parc"
"44 rue de Pontis";"13300";"salon de provence";"France";"43.6425542, 5.0966434";"La case à Palabres"
"Boulevard Aristide Briand";"13300";"Salon de Provence";"France";"43.638217, 5.0920773";"Dans l entrée de la bibliothèque"
"Place Morgan ";"13300 ";"Salon-de-Provence ";"France";"43.6388405, 5.0940539";"En face de l'office de tourisme."
"Avenue de Plaisance";"13310";"Saint Martin de Crau";"France";"43.6352125, 4.8085565";"Dans le parc Arboretum ""Le Jardin de Gaston""."
"place jean moulin";"13320";"bouc bel air";"France";"43.4314216, 5.425857";"devant les commerces de proximité Vival, très belle initiative."
"Place Raoul Coustet";"13370";"Mallemort";"France";"43.729584388558095, 5.177854299545289";
"Avenue baptistin meissel";"13390";"Auriol";"France";"43.379005,5.681046";"4 cours du 4 septembre   sur la place et à côté de l'ancienne garderie les petits mousses. "
"Place Félicien Charlier - Moulin de Redon";"13390";"AURIOL";"France";"43.378279, 5.671204";"BAL dans une ancienne cabine téléphonique récupérée"
"Poste de lambesc";"13410";"Lambesc";"France";"43.6548385, 5.2634404";"Près de l'entre de la poste"
"2 place Thiers";"13430";"Eyguières";"France";"43.695352, 5.0307342";"Au niveau des Ateliers Agora sur fenêtre à gauche de la vitrine."
"Crédit agricole";"13530";"Trets";"France";"43.4479017, 5.6840057";"Boîte à livres située devant le crédit agricole sur le trotoire."
"Place du Général de Gaulle";"13600";"Ceyreste ";"France";"43.214061,5.631692";"C'est la Cabane à livres de Ceyreste !"
"AVENUE GERNAND GASSION";"13600";"LA CIOTAT";"France";"43.1811284, 5.6052457";"au début de l avenue sur le trottoir a droite une étagere"
"Avenue Aristide Briand";"13620";"CARRY LE ROUET";"France";"43.332203, 5.151908";"La boite à lire se trouve dans l'espace Fernandel et a été installée par le LIONS CLUB de la COTE BLEUE."
"Boulevard Philippe Jourde";"13620";"CARRY LE ROUET";"France";"43.331835, 5.150934";"Elle est située pas loin du Casino. C est le Rotary Club qui l'a mise en place."
"passage de l Abbé Bonjean";"13630";"Eyragues";"France";"43.8458965, 4.8468784";"Petite ruelle à gauche de la mairie.43.841092 - 4.842028"
"Place de la Vierge";"13640";"la roque d'antheron";"France";"43.713995, 5.309398";"Belle boîte à Lire très prisée sur le village  décorée par l'artiste Aconcha  mise en place par l'association CACDL."
"Cours Mal Foch";"13640";"La Roque-d'Anthéron";"France";"43.717567,5.309152";"Juste à côté de l'office du tourisme  on fait une pause lecture..."
"VAL DE SIBOURG";"13680";"LANCON PROVENCE";"France";"43.584251, 5.2152329";"Elle est placée sur le parking de l école de l'école primaire face à l'Arboretum"
"Avenue beausoleil";"13821";"La penne sur huveaune";"France";"43.2772569, 5.5171839";"A l extérieur devant la médiathèque une cabane a livres"
"Avenue beausoleil";"13821";"La penne sur huveaune";"France";"43.2772569, 5.5171839";"A l extérieur devant la médiathèque une cabane a livres"
"Boulevard des écoles";"13840";"Rognes";"France";"43.6656852, 5.3480698";"Boîte à livres située à côté de la poste."
"Route de la Durance,";"13860";"Peyrolles en Provence";"France";"43.652509, 5.5804464";"On trouve cette boite, ici nommée  Cabane à livres"", dans l aire de jeux pour enfants de la commune.On y trouve des livres pour enfants ou leurs parents."
"350 avenue Paul Cezanne";"13880";"VELAUX ";"France";"43.5304804,5.2612863";
"Avenue de la gare ";"13960";"Sausset les pins";"France";"43.331994, 5.109974";"Boîte à lire installée par le LIONS CLUB de la COTE BLEUE"
"36 rue saint manvieu";"14000";"Caen";"France";"49.1824856,-0.3719345";"La boite à lire se trouve au sein du café sauvage (café associatif). Ce n'est pas une boîte à lire à proprement parler mais c'est ce qui s'en rapproche le plus pour le moment sur la ville de Caen  de vraies boîtes sont en projet."
"21 Place Mozart";"14000";"Lisieux";"France";"49.1434292,0.2545425";"A l'initiative d'un habitant Claude G."
"33 Avenue Capitaine Georges Guynemer";"14000";"Caen";"France";"49.1678195, -0.3481102";"La boite se situe dans le Parc Decaen."
"place Saint-Sauveur";"14000";"Caen";"France";"49.1827545, -0.368876";
"Jardin des plantes";"14000";"Caen";"France";"49.187468, -0.3703311";"2 Boites a livres existent:-En bas pres de la serre-En haut pres de la scluture arc en ciel"
"Porte saint pierre";"14000";"Caen";"France";"49.1852019, -0.3617509";
"colline aux oiseaux";"14000";"caen";"France";"49.1980529, -0.3898322";"A l'entrée de la colline aux oiseaux, à l'intérieur de la colline aux oiseaux."
"Hôtel de Ville";"14047";"Bayeux";"France";"49.276211826653174, -0.7027548551559449";"Sous le porche de l hôtel de ville"
"Rue Henri Poincaré";"14100";"Lisieux";"France";"49.143456,0.21304";"boite installée à l'initiative d'un habitant"
"1 Avenue Taunton";"14100";"Lisieux";"France";"49.1428804,0.2404834";"A l intérieur du Centre Socioculturel CAF"
"4 Rue Roger Aini";"14100";"Lisieux";"France";"49.1436999,0.2435208";"Boite à lire dans le hall d'entrée de l'hôpital. Mise en place par l'hôpital."
"Hameau de Pont Erambourg";"14110";"Saint Denis de Méré";"France";"48.851713, -0.5253058";"La boite à lire se situe dans l abribus sur le parking de Pont Erambourg / commune de Saint Denis de MéréMise en en service le 17 Mai 2019"
"Place Charles de gaulle";"14110";"Saint Denis de Méré";"France";"48.8688295, -0.5179096";"La boite à lire est fixée sur le mur de l église à proximité du Calvaire . Mise en place le 17 mai 2019"
"ZAC des Longs Courts";"14111";"Louvigny";"France";"49.1609035, -0.3988476";"Juste devant l entrée du magasin Intermarché"
"Rue de la Dame";"14112";"Périers-sur-le-Dan";"France";"49.2590635, -0.3375521";"Au croisement de la rue de l Église et de la rue de la Dame, à droite de l'arrêt de bus."
"Place du lavoir ";"14113";"villerville";"France";"49.399351, 0.126905";"Entourée de fleurs, près du lavoir, décorée de rondins en bois."
"Place Robert Estivals";"14120";"MONDEVILLE";"France";"49.1762887, -0.3231081";"Sur la place, dans une cabine téléphonique.  A côté du Crédit Agricole. A côté de l aire de jeux pour enfants."
"Rue de Champagne";"14123";"Ifs";"France";"49.145009, -0.3562389";"Aire de jeux de la forêt de Ifs"
"Le Bourg";"14130";"Le Torquesne";"France";"49.2172145, 0.1672981";"A l'initiative de la bibliothèque intercommunale de Blangy Pont-L'Evêque Intercom, située entre la mairie et l'école"
"Place du tribunal";"14130";"Pont l évêque";"France";"49.285325, 0.182675";
"rue des dunes";"14150";"Ouistreham";"France";"49.2834, -0.2506346";"Au bord de la piste cyclable qui longe la gare maritime."
"avenue de la mer";"14150";"Ouistreham";"France";"49.2864022, -0.2589901";"Sur l'aire de jeu au début de l'avenue de la mer."
"65 Rue des Dunes";"14150";"Ouistreham";"France";"49.2856765, -0.2501697";"Sur la piste cyclable jusqu à la plage, il y a un blanc boite à lire"
"Rue du Général de Gaulle ";"14160";" Dives sur mer";"France";"49.2852017, -0.1054079";"Au milieu du village d art de Guillaume le Conquérant."
"Les bouvets ";"14170";"Boissey";"France";"49.0187509, 0.0657392";"Cabine téléphonique sur le grand parking où se trouvent les conteneurs poubelles."
"Les bouvets";"14170";"Boissey";"France";"49.0187509, 0.0657392";"Elle est située sur le parking, en bord de route entre Saint-Pierre-sur-Dives et Livarot."
" ";"14210";"Saint honorine du fay";"France";"49.071679, -0.487876";"La boite se situe dans le centre ville. "
" rue Revel de Bretteville";"14210";"Sainte honorine du fay ";"France";"49.0772994, -0.4922617";"Dans l'ancienne cabine téléphonique au croisement rue Revel de Bretteville et rue de la poste."
"Rue de Saint pierre";"14340";"Bonnebosq";"France";"49.2021467, 0.0750801";"Elle se trouve sur le bord de la route devant la bibliotheque"
"Avenue Michel d'ornano";"14390";"Cabourg";"France";"49.2786124, -0.1215741";"Petite boîte à lire remplie de livres au bord de la route."
" Avenue de l'aquilon";"14390";"Cabourg";"France";"49.289483, -0.1252578";"Petite maison blanche dans un arbre."
"Chemin des Merisiers";"14400";"Longues-sur-Mer";"France";"49.336387,-0.696318";"La boîte est complétée d un espace de partage de végétaux. Échange de plantes  partage de livres... Semons des graines d'idées"
"119 Les parcs";"14400";"Longues-sur-Mer";"France";"49.3445659,-0.7026974";"L'espace Incroyables Comestibles à Longues-sur-Mer évolue... Il compte désormais une boîte à livres... Partage de plantes  échange de livres  semons des graines d idées..."
"Rue du chemin neuf 6";"1446";"Baulmes";"France";"46.7897642, 6.5234516";"La boîte se situe sur le petit mur qui longe le jardin."
"Avenue de la Falaise";"14460";"Colombelles";"France";"49.182317, -0.3100562";"Colombelles Plateau: A côté du square, au coin de l avenue de la falaise et de l avenue des écoles, dans une cabine téléphonique."
"Grand rue";"14470";"REVIERS";"France";"49.301467,-0.465443";
"place Saint Thomas";"14500";"Vire";"France";"48.838589,-0.886082";"Mise en place par les élèves de 4G "
"rue des Augustines";"14500";"Vire";"France";"48.8363689, -0.8890398";"La boîte se trouve sur la barrière d un jardin de la maison, mise en place par les personnes vivant ici."
"Square Debussy avenue du Sporting";"14510";"Houlgate";"France";"49.3035635, -0.0739759";"A l'entrée  sud du square"
"4 rue Levidou";"14562";"Kifisia";"France";"38.0723678,23.8136596";"Sur le trottoir en face de la boulangerie Paul."
"rue de la république";"14600";"Honfleur";"France";"49.41689229800882, 0.2307558059692383";"Elle est rue de la République  la grande rue qui aboutit au port  sur la droite en allant vers le port."
"Le pont des vers";"14690";"Pont des vers";"France";"48.8523854, -0.3909292";"Boîte à lire dans une cabine téléphonique située dans la rue principale du village."
"Place de l église";"14740";"Secqueville en Bessin";"France";"49.2358169, -0.5221852";"Mise en place depuis peu, elle se situe à côté de l église."
"esplanade de la mairie";"14740";"bretteville en bessin";"France";"49.2339648, -0.5180071";"sur la place en face de la mairie"
"Avenue Michel d Ornano";"14800";"Saint -Arnoult";"France";"49.3426039, 0.088755";"à gauche de la mairie dans une grande cabane au milieu de la pelouse."
"2 avenue florian de kergolay";"14800";"Deauville";"France";"49.3533288, 0.070761";"Près du parc"
"22 Rue du Commandant Kieffer";"14880";"colleville montgomery";"France";"49.2930675, -0.2841";"Boite Lions Club"
"place Boisset";"14970";"Saint-Aubin-d'Arquenay";"France";"49.2612025,-0.2872223";"Installée sous ancien arrêt de bus."
"24 rue jacques Prevert ";"15000";"Aurillac";"France";"44.9156967,2.4210914";"Boîte située au niveau de l'aire de jeu de l'ecole ouverte de Belbex"
"95 Avenue de la République";"15000";"Aurillac";"France";"44.9229676,2.4370267";"Boite a lire située sur le trottoir  au niveau de l école Paul Doumer"
"avenue gambetta";"15000";"aurillac";"France";"44.927473, 2.4454657";"Juste à coté de l'arrêt de bus."
"41 Avenue Georges Pompidou";"15000";"AURILLAC";"France";"44.9133225, 2.4554032";"La Boîte à Lire s invite à l'Hôtel Auréna !Que vous soyez client de l'hôtel ou tout simplement visiteurs, chacun peut déposer et emprunter des livres gratuitement."
"41 AVENUE DES VOLONTAIRES";"15000 ";"AURILLAC";"France";"44.9144802, 2.4409473";"La boite à lire se situe au rond point entre simply market et leclerc en face cash express."
"Square Maurice Montel";"15100";"Saint Flour";"France";"45.033026,3.094862";"Réalisées par les services techniques municipaux et en partenariat avec le Lions Club de Saint-Flour "
"place des Mets";"15100";"Saint Flour";"France";"45.033026,3.094862";"Réalisées par les services techniques municipaux et en partenariat avec le Lions Club de Saint-Flour"
"25 avenue de la republique";"15100";"saint flour";"France";"45.0337044, 3.1045624";"La boite est dans le petit parc, à l'entrée."
"7 place pierre mooissinac";"15130";"ytrac";"France";"44.9113153, 2.3651664";"devant les commerces de proximité Vival, très belle initiative."
"place de la fontaine";"15500";"Massiac";"France";"45.2514844, 3.1988354";"Réalisée par les enfants de l'école Saint André, juste à côté."
"Rue de la Bédisse";"15800";"THIEZAC";"France";"45.0136508, 2.6702346";"à l'entrée du camping dans une ancienne cabine téléphonique"
"Place du champ de Mars";"16000";"Angouleme";"France";"45.6490269,0.161603";"Sur le parvis du Champ de mars  la boîte à lire se trouve à proximité d'un bar. Elle n'est pas facilement visible car c'est un cube un peu foncé et elle n'est clairement identifiée."
"1 Place de l'Hôtel de ville";"16000";"Angouleme";"France";"45.6489795,0.1563679";"Au pied du Château des Valois dans le parc."
"Avenue de Cognac";"16000";"angouleme";"France";"45.6521777, 0.1529807";"La boite à lire se trouve dans la réplique d'une ancienne cabine téléphonique londonienne rouge. "
"Jardin vert";"16000";"Angoulême";"France";"45.649949, 0.146861";"À l'entrée du Jardin vert, côté Cathédrale."
"Boulevard Henri Thébault";"16000";"Angoulême";"France";"45.6558711, 0.140393";"La boite se trouve à l'entrée du parc, près du manège et du snack."
"Place du champ de mars";"16000";"ANGOULÊME";"France";"45.6490269, 0.161603";"A l'entrée de la place direction rue Hergé."
"68 Boulevard Denfert Rochereau";"16100";"COGNAC";"France";"45.6964446,-0.3268554";"Un coffre à côté de l'accueil"
"Rue des Halles";"16110";"La Rochefoucauld";"France";"45.7411703, 0.3841647";"Meuble en bois ouvert, avec 2 tablettes. Elle est située sous les halles commerciales en face du banc des poissonniers"
"Le Bourg";"16110";"Taponnat";"France";"45.77933166710527, 0.40887594223022466";"Une ancienne cabine téléphonique avec à l’intérieur des rayonnages bois"
"Place de la Mairie";"16110";"Brie";"France";"45.74058107950545, 0.24151682853698733";"Jolie petite maison façon nichoir avec 2 portes vitrées dans le parc municipal"
"224 route de Vitrac";"16110";"Taponnat-Fleurignac";"France";"45.7680592, 0.4365499";"Dans une ancienne cabine téléphonique"
"place de la mairie";"16120";"Graves-St-Amant";"France";"45.663292, -0.104503";"Réalisation en partenariat avec la Mairie de Graves Saint Amant et l association AILAN. Des jeunes ont transformé cette ancienne cabine téléphonique en boites à livre afin que tout le monde en profite."
" ";"16130";"Salles-d'Angles";"France";"45.617553, -0.332284";"Elle se trouve a côté de l'église, au niveau de l'aire de jeux."
"18 route de cognac";"16130";"Saint fort sur le né";"France";"45.5772592, -0.3067453";
"rue de l'hotel de ville";"16140";"aigre";"France";"45.8941557,0.0103284";"Au pied de l'office de tourisme. Extérieure mais sous un toit."
"Place de l Eglise";"16140";"Villejesus";"France";"45.8938424, 0.0277049";"Face au restaurant, abri bus en bois aménagé en boite à livres..."
"PLACE DE L EGLISE";"16190";"SAINT-EUTROPE";"France";"45.7435441, -0.6414769";"Ancienne cabine téléphonique entièrement vitrée présentant une centaine d'ouvrages, principalement des romans adultes en français."
"Rue de Condé";"16200";"JARNAC";"France";"45.6799484, -0.1733419";"Sur la place du château du côté Courvoisier."
"Ile Madame";"16200";"GONDEVILLE";"France";"45.6751701, -0.1734634";"Elle se trouve dans le parc municipales quand on rentre sur la droite."
"Route Isaac Laisné";"16200";"GONDEVILLE";"France";"45.669454, -0.142081";"À côté de la coop sur la place de l église. Il y a une table avec des bancs juste à côté. "
"PLACE DE L EGLISE";"16200";"GONDEVILLE";"France";"45.6708596, -0.14932";"Grande armoire métallique vitrée avec banc à l'ombre"
"Place de la mairie";"16230";"Fontclaireau";"France";"45.8947331, 0.2003058";"Ancienne cabine téléphonique, située sur le parking face à la mairie et l'école primaire"
"LE BOURG";"16240";"COURCOME";"France";"45.986993, 0.1337569";"Ancienne Cabine. Vous la trouverez facilement: Elle est située dans un parc dans le bourg"
"67, Route des Montgolfières";"16250";"Mainfonds-Val des Vignes";"France";"45.518198, 0.018916";"Nichée dans l'abri bus, les livres de la boîte vous attendent. La boite a été installée par la commune de Val des Vignes."
"1, Place Roger Vincent";"16250";"Péreuil-Val des Vignes";"France";"45.480861, -0.022993";"En arrivant devant la salle des fêtes de Péreuil,vous trouverez cette boite à livres installée par la commune de Val des Vignes dans un petit local abrité et signalé."
"gare routiere";"16290";"auch";"France";"43.6451703, 0.5959229";"Magnifique abri voyageurs en pierre de Charente et tuiles romanes avec tablette à livres à disposition"
"Mairie";"16320";"Villebois-Lavalette";"France";"45.4816912, 0.2779463";"Près de la mairie, dans une cabine téléphonique"
"Place des tours";"16330";"Montignac-charente";"France";"45.7835023,0.1232701";"La boite se situe au coeur du village sur la place principale!!!"
"Centre du village";"16350";"Chassiecq";"France";"45.95367838362108, 0.3789961338043213";"Jolie boite à livres en bois au croisement des routes principales"
"Au bourg";"16380";"CHARRAS";"France";"45.5429884, 0.4140707";"En face de l ancien restaurant, dans le bourg à la hauteur du mini rond point. Boîte à livre bien fournie. Some books in english."
"Route de Bordeaux";"16400";"La Couronne";"France";"45.616632,0.102983";"La boite se situe dans le hall de l'hypermarché Auchan de La Couronne."
"Le Bourg";"16410";"DIRAC";"France";"45.604254,0.247496";"Sous le porche de l'ancienne école dans le bourg de Dirac  une boîte à lire très richement alimentée."
"lieu dit la Brégère";"16420";"Montrollet";"France";"45.988541, 0.921511";"Fait par mes petites mains."
"rue des colverts";"16430";"Champniers";"France";"45.7171361, 0.2044993";"La première Boîte à lire installée sur la commune de Champniers par la municipalité se trouve aux Près de l Or, tout à côte des écoles. C'est un endroit idéal pour venir lire dans les près, partager sa passion pour un livre en le mettant dans la boîte, découvrir ce que vos voisins ont déposé..."
"Rue des Colverts";"16430";"Champniers";"France";"45.7171361, 0.2044993";"Grande armoire grise à 2 niveaux avec vitres coulissantes"
"VIVILLE";"16430";"CHAMPNIERS";"France";"45.703166, 0.235415";"Elle se trouve place de la Chapelle a Viville, sur le parking à côté de l espace vert."
"Place de la mairie";"16440";"Sieruil";"France";"45.615995, 0.009303";"Cette  ancienne cabine téléphonique fait partie d une démarche artistique très colorée sur une magnifique place villageoise.. Elle est très visible depuis la route départementale qui traverse et est régulièrement alimentée en livres en bon état"
"Rue de l eglise";"16440";"Roullet st estephe";"France";"45.5832321, 0.0468257";"Elle est gigantesque et bien remplie"
"Place de l Eglise";"16460";"Mouton";"France";"45.8917209, 0.2420226";"Ancien abri bus"
"parc de la  MAIRIE";"16470";"Saint-Michel";"France";"45.6467099, 0.1518812";"Grande boite à livre municipale en bois  située derrière la mairie sur la promenade pietonne"
"Parking Saint Germain de Confolens";"16500";"Saint Germain de Confolens";"France";"46.053707,0.684428";"Située à l entrée du village  sur la pace  dans une ancienne cabine téléphonique"
"Rue de la Mairie";"16590";"Brie";"France";"45.740688, 0.241579";
"Rue de Puyguillen";"16600";"Ruelle";"France";"45.67803091674782, 0.24028301239013675";"Original : une armoire hexagonale verte et jaune posée comme une fusée"
"Route de la braconne";"16600";"Monarc";"France";"45.705093, 0.287604";"Les favrauds"
"Rue de Chez Dary";"16710";"Saint-Yrieix";"France";"45.66719046758038, 0.1399040222167969";"Magnifique armoire visible et identifiée  près des courts de Tennis.... Sa mise en place en 2018 est une initiative municipale ainsi que 4 autres à des lieux fréquentés"
"Rue de l'ancienne mairie";"16710";"Saint-Yrieix";"France";"45.69284130269008, 0.11501312255859376";"Magnifique armoire visible et identifiée sur la place face a l'église de Vénat, sous les tilleuls et près d'un banc... Sa mise en place en 2018 est une initiative municipale ainsi que 4 autres à des lieux fréquentés"
"Rue des écoles";"16710";"Saint-Yrieix";"France";"45.6678352556497, 0.12828469276428225";"Magnifique armoire visible et identifiée face aux écoles primaire et à l'entrée d'un parc arboré. Sa mise en place en 2018 est une initiative municipale ainsi que 4 autres à des lieux fréquentés"
"Gymnase des Berneries, 12 avenue de l'union";"16710";"Saint-Yrieix";"France";"45.6767131, 0.1292364";"3 cubes en diagonale installés en 2018 dans le hall du gymnase et accessible aux adhérents ou aux heures d'ouverture. La sélection est vérifiée régulièrement"
"avenue du Lieutenant colonel Bernier";"17000";"La Rochelle";"France";"46.1695126,-1.1584587";"La boite se situe dans le petit renfoncement du mur entre la boîte aux lettres et les conteneurs de dépôt de verre -en face du 112."
"28 place de l Europe";"17000";"LA ROCHELLE";"France";"46.1662655,-1.1799514";"Une boîte à dons accessible à tous se trouve dans l'entrée de la médiathèque."
"Centre commercial Beaulieu";"17000";"La Rochelle";"France";"46.1752875, -1.1176664";"Boite sur roulettes située dans les allées du centre."
"Jardin public";"17100";"Saintes";"France";"45.7433653, -0.6291457";"Mise en place par la Municipalité."
"rue Paul Claudel";"17100";"les gonds";"France";"45.707385, -0.5980529";"Située dans l'ancienne cabine téléphonique et à coté de la poste."
"19 rue de la république";"17100";"LA CHAPELLE DES POTS";"France";"45.7590576, -0.5407344";"Bibliothèque La Chapelle des Pots"
"CENTRE COMMERCIAL HYPER U";"17100";"SAINTES";"France";"45.7534878, -0.6510386";"en bout de caisses."
"15 Rue Champagne Saint-Georges, 17100 Saintes";"17100";"Saintes";"France";"45.7474159, -0.6784347";"La boite se trouve dans la galerie marchande de Leclerc Saintes Les Coteaux,près du cinéma."
"Place du marché";"17110";"saint georges de didonne";"France";"45.603944, -0.997769";"La boite trouve sur la place"
"Place de la Résistance";"17110";"Saint-Georges-de-Didonne";"France";"45.6037473, -0.9851108";"La boîte se trouve sur la place de la Résistance, à l'angle de la rue du Canton."
"Saint Georges Voiles";"17110";"Saint-Georges-de-Didonne";"France";"45.601172, -0.999911";"La boîte à livres se trouve, promenade Charles Marter, près de la base nautique."
"2 avenue de suzac";"17110";"st georges de didonne";"France";"45.5831849, -0.9862518";"camping de suzacdevant les commerces de proximité Vival, très belle initiative."
"4, place de la Résistance";"17110";"Saint Georges de Didonne";"France";"45.6037923, -0.9853283";
"Place Parias";"17120";"Mortagne sur Gironde";"France";"45.476857, -0.7956205";"Mise en place par la Municipalité."
"place de la mairie";"17120";"cozes";"France";"45.5429119, -0.803434";"petite boite dans le square sur le mur devant la bibliothèque municipal"
"5, place de l océan";"17120";"Saint Palais sur mer";"France";"45.6426576, -1.0875385";
"île d'aix";"17123";"aix";"France";"46.00943,-1.17411";
"Rue de vergnes";"17132";"Meschers";"France";"45.5627489, -0.964931";"Boite à lire installée par un particulier sur son muret dans la rue à droite en haut des marches de la plage des nonnes."
"Rue de la république";"17137";"L Houmeau";"France";"46.192154, -1.1870209";"De grandes étagères derrière la presse tabac de L Houmeau"
"Avenue de Lagord Vendôme";"17140";"Lagord";"France";"46.1756287,-1.1595909";
"17 rue du fief nouveau";"17140";"lagord";"France";"46.1866253, -1.1542418";
"Magasin Proxi";"17170";"BENON";"France";"46.20373, -0.816839";"Sous le hall d entrée de la supérette PROXI -"
"rue des vieux moulins";"17170";"Cram-chaban";"France";"46.2149565, -0.7031047";"à côté de l abribus"
"35 boulevard de cordouan";"17200";"Royan";"France";"45.6250557, -1.0408157";
"49 route du front de mer";"17200";"Royan";"France";"45.6240801, -1.0263112";"Sur la promenade le long de la plage."
"Promenade du Front de Mer";"17200";"Royan";"France";"45.6216196, -1.0302545";"La boîte se trouve près du parking du port et de la base nautique"
"Avenue des Semis";"17200";"Royan";"France";"45.618305, -1.01066";"Une boîte à livres attenante à la supérette Vival, dans le quartier du Parc"
"Place de l'église";"17220";"Bourgneuf";"France";"46.1673883, -1.0240574";"Au niveau du parking"
"Rue de l eglise";"17220";"La jarne";"France";"46.128855, -1.0717914";"Rue de l eglise, sur la place , proche de l emplacement du bibi o bus"
